,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
78,A031390,ณ์ฝสภฺผฟ,20210507,-17697,43651,-32090
79,A031390,ณ์ฝสภฺผฟ,20210506,-12240,39085,-32679
80,A031390,ณ์ฝสภฺผฟ,20210504,-14770,40470,-33658
81,A031390,ณ์ฝสภฺผฟ,20210503,-5299,35521,-38295
82,A031390,ณ์ฝสภฺผฟ,20210430,-16239,50054,-40993
83,A031390,ณ์ฝสภฺผฟ,20210429,-15320,48719,-41375
84,A031390,ณ์ฝสภฺผฟ,20210428,-24990,58610,-40641
85,A031390,ณ์ฝสภฺผฟ,20210427,-49927,80569,-37170
86,A031390,ณ์ฝสภฺผฟ,20210426,-54836,88008,-38705
87,A031390,ณ์ฝสภฺผฟ,20210423,-35886,71010,-38249
88,A031390,ณ์ฝสภฺผฟ,20210422,-32200,67468,-38336
89,A031390,ณ์ฝสภฺผฟ,20210421,-24060,58819,-37811
90,A031390,ณ์ฝสภฺผฟ,20210420,-22761,51420,-31778
91,A031390,ณ์ฝสภฺผฟ,20210419,-35211,59657,-27691
92,A031390,ณ์ฝสภฺผฟ,20210416,-21441,47667,-28605
93,A031390,ณ์ฝสภฺผฟ,20210415,-27883,53414,-27821
94,A031390,ณ์ฝสภฺผฟ,20210414,-12383,33255,-22730
95,A031390,ณ์ฝสภฺผฟ,20210413,-6412,29423,-24729
96,A031390,ณ์ฝสภฺผฟ,20210412,10430,14413,-26111
97,A031390,ณ์ฝสภฺผฟ,20210409,3306,18832,-23267
98,A031390,ณ์ฝสภฺผฟ,20210408,-18074,36047,-20747
99,A031390,ณ์ฝสภฺผฟ,20210407,-14706,34880,-22945
100,A031390,ณ์ฝสภฺผฟ,20210406,-11981,33859,-23444
101,A031390,ณ์ฝสภฺผฟ,20210405,-19357,39169,-23332
102,A031390,ณ์ฝสภฺผฟ,20210402,-30377,46553,-20236
103,A031390,ณ์ฝสภฺผฟ,20210401,-35250,49344,-17644
104,A031390,ณ์ฝสภฺผฟ,20210331,-27069,42971,-19418
105,A031390,ณ์ฝสภฺผฟ,20210330,-39604,53398,-17164
106,A031390,ณ์ฝสภฺผฟ,20210329,-38147,54326,-19407
107,A031390,ณ์ฝสภฺผฟ,20210326,-37695,51288,-17309
108,A031390,ณ์ฝสภฺผฟ,20210325,-40544,51938,-15282
109,A031390,ณ์ฝสภฺผฟ,20210324,-36094,45877,-14423
110,A031390,ณ์ฝสภฺผฟ,20210323,-32580,44159,-16212
111,A031390,ณ์ฝสภฺผฟ,20210322,-41517,52655,-15777
112,A031390,ณ์ฝสภฺผฟ,20210319,-36946,53059,-17588
113,A031390,ณ์ฝสภฺผฟ,20210318,-30876,41158,-11617
114,A031390,ณ์ฝสภฺผฟ,20210317,-27814,40462,-13672
115,A031390,ณ์ฝสภฺผฟ,20210316,-29401,39490,-11308
116,A031390,ณ์ฝสภฺผฟ,20210315,-25922,38697,-13891
117,A031390,ณ์ฝสภฺผฟ,20210312,-29499,37112,-8775
118,A031390,ณ์ฝสภฺผฟ,20210311,-15256,25005,-8883
