,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
77,A180640,วัม๘ฤฎ,20210510,-270106,14367,276866
78,A180640,วัม๘ฤฎ,20210507,-163655,-94150,261040
79,A180640,วัม๘ฤฎ,20210506,-171469,-95184,254766
80,A180640,วัม๘ฤฎ,20210504,-162899,-101343,252331
81,A180640,วัม๘ฤฎ,20210503,-187746,-84003,261703
82,A180640,วัม๘ฤฎ,20210430,-348309,48071,293660
83,A180640,วัม๘ฤฎ,20210429,-315499,31219,277331
84,A180640,วัม๘ฤฎ,20210428,-306389,38576,260894
85,A180640,วัม๘ฤฎ,20210427,-280279,34548,238697
86,A180640,วัม๘ฤฎ,20210426,-277556,50804,219799
87,A180640,วัม๘ฤฎ,20210423,-227859,18955,201916
88,A180640,วัม๘ฤฎ,20210422,-220169,19616,195001
89,A180640,วัม๘ฤฎ,20210421,-210005,19368,185145
90,A180640,วัม๘ฤฎ,20210420,-222027,32411,184856
91,A180640,วัม๘ฤฎ,20210419,-145699,-26662,163882
92,A180640,วัม๘ฤฎ,20210416,-126205,-32438,150484
93,A180640,วัม๘ฤฎ,20210415,-126802,-29599,148208
94,A180640,วัม๘ฤฎ,20210414,-132420,-24060,147408
95,A180640,วัม๘ฤฎ,20210413,-126177,-13965,131099
96,A180640,วัม๘ฤฎ,20210412,-100798,-23692,114925
97,A180640,วัม๘ฤฎ,20210409,-86834,-23302,100777
98,A180640,วัม๘ฤฎ,20210408,-94415,-7220,91931
99,A180640,วัม๘ฤฎ,20210407,-43995,-20694,54835
100,A180640,วัม๘ฤฎ,20210406,-20944,-26059,37306
101,A180640,วัม๘ฤฎ,20210405,4321,-26663,15742
102,A180640,วัม๘ฤฎ,20210402,-3750,-19274,21218
103,A180640,วัม๘ฤฎ,20210401,-1389,-17130,16646
104,A180640,วัม๘ฤฎ,20210331,8110,-24491,14819
105,A180640,วัม๘ฤฎ,20210330,615,-22012,20909
106,A180640,วัม๘ฤฎ,20210329,10829,-30111,18759
107,A180640,วัม๘ฤฎ,20210326,-6619,-13763,19999
108,A180640,วัม๘ฤฎ,20210325,12848,-29237,15582
109,A180640,วัม๘ฤฎ,20210324,8041,-27549,18710
110,A180640,วัม๘ฤฎ,20210323,10546,-23478,13029
111,A180640,วัม๘ฤฎ,20210322,15599,-20339,5258
112,A180640,วัม๘ฤฎ,20210319,18099,-23746,6142
113,A180640,วัม๘ฤฎ,20210318,-22344,4214,18908
114,A180640,วัม๘ฤฎ,20210317,-23138,5136,18790
115,A180640,วัม๘ฤฎ,20210316,-33283,14835,18946
116,A180640,วัม๘ฤฎ,20210315,-22807,11580,11806
117,A180640,วัม๘ฤฎ,20210312,-30650,14220,16984
118,A180640,วัม๘ฤฎ,20210311,-17780,5356,13509
