,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
27,A004020,ว๖ด๋มฆรถ,20210720,-296895,116318,123895
28,A004020,ว๖ด๋มฆรถ,20210719,-482278,272051,158413
29,A004020,ว๖ด๋มฆรถ,20210716,-768225,427963,286536
30,A004020,ว๖ด๋มฆรถ,20210715,-685945,371215,262273
31,A004020,ว๖ด๋มฆรถ,20210714,-664327,345771,264936
32,A004020,ว๖ด๋มฆรถ,20210713,-766856,386989,326447
33,A004020,ว๖ด๋มฆรถ,20210712,-1006696,549623,402567
34,A004020,ว๖ด๋มฆรถ,20210709,-406293,124355,233369
35,A004020,ว๖ด๋มฆรถ,20210708,-685907,340874,299096
36,A004020,ว๖ด๋มฆรถ,20210707,-594911,178036,371565
37,A004020,ว๖ด๋มฆรถ,20210706,-809496,244338,505132
38,A004020,ว๖ด๋มฆรถ,20210705,-1038704,348945,626720
39,A004020,ว๖ด๋มฆรถ,20210702,-1079791,384424,649104
40,A004020,ว๖ด๋มฆรถ,20210701,-826244,216081,558524
41,A004020,ว๖ด๋มฆรถ,20210630,-884631,243774,589686
42,A004020,ว๖ด๋มฆรถ,20210629,-1001083,358792,589448
43,A004020,ว๖ด๋มฆรถ,20210628,-1165383,478456,647303
44,A004020,ว๖ด๋มฆรถ,20210625,-1019371,361009,618731
45,A004020,ว๖ด๋มฆรถ,20210624,-1339445,653894,651360
46,A004020,ว๖ด๋มฆรถ,20210623,-725646,335173,360741
47,A004020,ว๖ด๋มฆรถ,20210622,-1100339,599376,471819
48,A004020,ว๖ด๋มฆรถ,20210621,-485303,234278,218431
49,A004020,ว๖ด๋มฆรถ,20210618,-579206,251390,293176
50,A004020,ว๖ด๋มฆรถ,20210617,-1197023,687769,464950
51,A004020,ว๖ด๋มฆรถ,20210616,-1316167,718471,561050
52,A004020,ว๖ด๋มฆรถ,20210615,-1403231,730820,635798
53,A004020,ว๖ด๋มฆรถ,20210614,-1304668,736454,529099
54,A004020,ว๖ด๋มฆรถ,20210611,-1404142,834277,530582
55,A004020,ว๖ด๋มฆรถ,20210610,-800828,802802,-73339
56,A004020,ว๖ด๋มฆรถ,20210609,-978791,807055,111711
57,A004020,ว๖ด๋มฆรถ,20210608,-1279540,916157,322048
58,A004020,ว๖ด๋มฆรถ,20210607,-1483316,882835,570893
59,A004020,ว๖ด๋มฆรถ,20210604,-1863134,1048825,801737
60,A004020,ว๖ด๋มฆรถ,20210603,-1835860,842334,982345
61,A004020,ว๖ด๋มฆรถ,20210602,-2302186,976520,1322294
62,A004020,ว๖ด๋มฆรถ,20210601,-2388573,959818,1427426
63,A004020,ว๖ด๋มฆรถ,20210531,-2742011,1038677,1750454
64,A004020,ว๖ด๋มฆรถ,20210528,-2893168,1102118,1812576
65,A004020,ว๖ด๋มฆรถ,20210527,-2929190,1069289,1878568
66,A004020,ว๖ด๋มฆรถ,20210526,-3032622,1216742,1836491
67,A004020,ว๖ด๋มฆรถ,20210525,-3377683,1215106,2196115
68,A004020,ว๖ด๋มฆรถ,20210524,-3422025,1270927,2180107
69,A004020,ว๖ด๋มฆรถ,20210521,-3469436,1324008,2172329
70,A004020,ว๖ด๋มฆรถ,20210520,-3405820,1199133,2224712
71,A004020,ว๖ด๋มฆรถ,20210518,-4141674,1518396,2642808
72,A004020,ว๖ด๋มฆรถ,20210517,-4042008,1512106,2552165
73,A004020,ว๖ด๋มฆรถ,20210514,-4094093,1340295,2770671
74,A004020,ว๖ด๋มฆรถ,20210513,-4155655,1109953,3067461
75,A004020,ว๖ด๋มฆรถ,20210512,-4204388,1058445,3162250
76,A004020,ว๖ด๋มฆรถ,20210511,-4533403,1411392,3245426
77,A004020,ว๖ด๋มฆรถ,20210510,-4523263,1311841,3337706
78,A004020,ว๖ด๋มฆรถ,20210507,-4359099,1205329,3276108
79,A004020,ว๖ด๋มฆรถ,20210506,-4329622,1179385,3287138
80,A004020,ว๖ด๋มฆรถ,20210504,-4243502,1100754,3305938
81,A004020,ว๖ด๋มฆรถ,20210503,-4169070,1174537,3171101
82,A004020,ว๖ด๋มฆรถ,20210430,-4115962,1164271,3129628
83,A004020,ว๖ด๋มฆรถ,20210429,-4310453,1172783,3267963
84,A004020,ว๖ด๋มฆรถ,20210428,-4161411,1248206,3118685
85,A004020,ว๖ด๋มฆรถ,20210427,-4422825,1565355,3061869
86,A004020,ว๖ด๋มฆรถ,20210426,-3694567,1087099,2785732
87,A004020,ว๖ด๋มฆรถ,20210423,-4100997,1596917,2708504
88,A004020,ว๖ด๋มฆรถ,20210422,-3606398,1331144,2486019
89,A004020,ว๖ด๋มฆรถ,20210421,-3639766,1414590,2439834
90,A004020,ว๖ด๋มฆรถ,20210420,-3535930,1386315,2367835
91,A004020,ว๖ด๋มฆรถ,20210419,-3321340,1244339,2299814
92,A004020,ว๖ด๋มฆรถ,20210416,-3120349,1069535,2274922
93,A004020,ว๖ด๋มฆรถ,20210415,-3156602,1054495,2320943
94,A004020,ว๖ด๋มฆรถ,20210414,-2952227,905302,2269960
95,A004020,ว๖ด๋มฆรถ,20210413,-2805295,744120,2282320
96,A004020,ว๖ด๋มฆรถ,20210412,-3366741,857035,2739156
97,A004020,ว๖ด๋มฆรถ,20210409,-3553271,924689,2861305
98,A004020,ว๖ด๋มฆรถ,20210408,-3529949,1032646,2709671
99,A004020,ว๖ด๋มฆรถ,20210407,-3120833,935552,2390647
100,A004020,ว๖ด๋มฆรถ,20210406,-3225746,1019917,2408322
101,A004020,ว๖ด๋มฆรถ,20210405,-3413645,1318122,2314117
102,A004020,ว๖ด๋มฆรถ,20210402,-2543953,917102,1847882
103,A004020,ว๖ด๋มฆรถ,20210401,-2626390,994431,1848998
104,A004020,ว๖ด๋มฆรถ,20210331,-2913744,1254347,1878902
105,A004020,ว๖ด๋มฆรถ,20210330,-2934631,1280555,1869632
106,A004020,ว๖ด๋มฆรถ,20210329,-3098004,1434925,1884570
107,A004020,ว๖ด๋มฆรถ,20210326,-2350477,1339922,1200591
108,A004020,ว๖ด๋มฆรถ,20210325,-1351664,972476,491850
109,A004020,ว๖ด๋มฆรถ,20210324,-562284,515560,109480
110,A004020,ว๖ด๋มฆรถ,20210323,-695387,630232,133943
111,A004020,ว๖ด๋มฆรถ,20210322,-668942,619982,120257
112,A004020,ว๖ด๋มฆรถ,20210319,-499085,465257,86276
113,A004020,ว๖ด๋มฆรถ,20210318,-551908,445743,159872
114,A004020,ว๖ด๋มฆรถ,20210317,-795659,491608,350626
115,A004020,ว๖ด๋มฆรถ,20210316,-788496,514170,327010
116,A004020,ว๖ด๋มฆรถ,20210315,-416307,437648,26851
117,A004020,ว๖ด๋มฆรถ,20210312,-62992,300658,-174500
118,A004020,ว๖ด๋มฆรถ,20210311,-52478,262580,-149231
