번호,종목코드,종목명,fullcode,상업코드
1280,A065170,넥스트BT,KR7065170003,227
1281,A065310,더스텔라,KR7065310005,699
1282,A065350,신성델타테크,KR7065350001,272
1283,A065370,위세아이텍,KR7065370009,263
1284,A065420,에스아이리소스,KR7065420002,204
1285,A065440,이루온,KR7065440000,355
1286,A065450,빅텍,KR7065450009,274
1287,A065500,오리엔트정공,KR7065500001,275
1288,A065510,휴비츠,KR7065510000,274
1289,A065530,와이어블,KR7065530008,351
1290,A065560,녹원씨엔아이,KR7065560005,263
1291,A065570,삼영이엔씨,KR7065570004,357
1292,A065650,메디프론,KR7065650004,227
1293,A065660,안트로젠,KR7065660003,227
1294,A065680,우주일렉트로,KR7065680001,360
1295,A065690,파커스,KR7065690000,360
1296,A065710,서호전기,KR7065710006,272
1297,A065770,CS,KR7065770000,357
1298,A065950,웰크론,KR7065950008,258
1299,A066110,한프,KR7066110008,358
1300,A066130,하츠,KR7066130006,272
1301,A066190,삼중테크,KR7066190000,699
1302,A066290,시큐아이,KR7066290008,699
1303,A066310,큐에스아이,KR7066310004,359
1304,A066360,체리부로,KR7066360009,256
1305,A066400,HANATOURIST,KR7066400003,699
1306,A066410,버킷스튜디오,KR7066410002,354
1307,A066430,와이오엠,KR7066430000,227
1308,A066570,LG전자,KR7066570003,013
1309,A066575,LG전자우,KR7066571001,013
1310,A066590,우수AMS,KR7066590001,275
1311,A066620,국보디자인,KR7066620006,226
1312,A066670,디스플레이텍,KR7066670001,360
1313,A066700,테라젠이텍스,KR7066700006,266
1314,A066790,씨씨에스,KR7066790007,352
1315,A066830,제노텍,KR7066830001,000
1316,A066870,비트로시스,KR7066870007,699
1317,A066900,디에이피,KR7066900002,360
1318,A066910,손오공,KR7066910001,227
1319,A066970,엘앤에프,KR7066970005,360
1320,A066980,이엔코퍼레이션,KR7066980004,354
1321,A067000,조이시티,KR7067000000,354
1322,A067010,이씨에스,KR7067010009,358
1323,A067080,대화제약,KR7067080002,266
1324,A067160,아프리카TV,KR7067160002,355
1325,A067170,오텍,KR7067170001,275
1326,A067280,멀티캠퍼스,KR7067280008,354
1327,A067290,JW신약,KR7067290007,266
1328,A067310,하나마이크론,KR7067310003,359
1329,A067370,선바이오,KR7067370007,000
1330,A067390,아스트,KR7067390005,275
1331,A067570,엔브이에이치코리아,KR7067570002,275
1332,A067630,에이치엘비생명과학,KR7067630004,212
1333,A067730,로지시스,KR7067730002,356
1334,A067770,세진티에스,KR7067770008,360
1335,A067830,세이브존I&C,KR7067830000,016
1336,A067900,와이엔텍,KR7067900001,212
1337,A067920,이글루시큐리티,KR7067920009,355
1338,A067990,도이치모터스,KR7067990002,227
1339,A068050,팬엔터테인먼트,KR7068050004,237
1340,A068240,다원시스,KR7068240001,360
1341,A068270,셀트리온,KR7068270008,009
1342,A068290,삼성출판사,KR7068290006,026
1343,A068330,일신바이오,KR7068330000,270
1344,A068400,SK렌터카,KR7068400001,026
1345,A068420,엔터미디어,KR7068420009,699
1346,A068750,곰앤컴퍼니,KR7068750009,699
1347,A068760,셀트리온제약,KR7068760008,266
1348,A068790,DMS,KR7068790005,270
1349,A068930,디지털대성,KR7068930007,212
1350,A068940,아이씨케이,KR7068940006,358
1351,A069080,웹젠,KR7069080000,354
1352,A069110,코스온,KR7069110005,265
1353,A069140,누리플랜,KR7069140002,268
1354,A069260,휴켐스,KR7069260008,008
1355,A069330,유아이디,KR7069330009,360
1356,A069410,엔텔스,KR7069410009,355
1357,A069460,대호에이엘,KR7069460004,011
1358,A069500,KODEX 200,KR7069500007,000
1359,A069510,에스텍,KR7069510006,272
1360,A069540,라이트론,KR7069540003,357
1361,A069620,대웅제약,KR7069620003,009
1362,A069640,한세엠케이,KR7069640001,016
1363,A069660,KOSEF 200,KR7069660009,000
1364,A069730,DSR제강,KR7069730000,011
1365,A069920,아이에스이커머스,KR7069920007,227
1366,A069960,현대백화점,KR7069960003,016
1367,A070080,삼보오토,KR7070080007,699
1368,A070300,엑스큐어,KR7070300009,355
1369,A070480,신비앤텍,KR7070480009,699
1370,A070590,한솔인티큐브,KR7070590005,356
1371,A070960,용평리조트,KR7070960000,026
1372,A071050,한국금융지주,KR7071050009,021
1373,A071055,한국금융지주우,KR7071051007,021
1374,A071090,하이스틸,KR7071090005,011
1375,A071200,인피니트헬스케어,KR7071200000,355
1376,A071280,로체시스템즈,KR7071280002,359
1377,A071320,지역난방공사,KR7071320006,017
1378,A071460,위니아딤채,KR7071460000,272
1379,A071670,에이테크솔루션,KR7071670004,270
1380,A071840,롯데하이마트,KR7071840003,016
1381,A071850,캐스텍코리아,KR7071850002,275
1382,A071950,코아스,KR7071950000,004
1383,A071970,STX중공업,KR7071970008,012
1384,A072020,중앙백신,KR7072020001,266
1385,A072130,유엔젤,KR7072130008,026
1386,A072470,우리산업홀딩스,KR7072470008,275
1387,A072520,제넨바이오,KR7072520000,227
1388,A072610,티맥스소프트,KR7072610009,699
1389,A072700,더존홀딩스,KR7072700008,699
1390,A072710,농심홀딩스,KR7072710007,021
1391,A072770,율호,KR7072770001,355
1392,A072870,메가스터디,KR7072870009,263
1393,A072950,빛샘전자,KR7072950009,359
1394,A072990,에이치시티,KR7072990005,212
1395,A073010,케이에스피,KR7073010001,270
1396,A073110,엘엠에스,KR7073110009,360
1397,A073190,듀오백,KR7073190001,277
1398,A073240,금호타이어,KR7073240004,008
1399,A073490,이노와이어리스,KR7073490005,357
1400,A073540,에프알텍,KR7073540007,357
1401,A073560,우리손에프앤지,KR7073560005,256
1402,A073570,WI,KR7073570004,277
1403,A073640,테라사이언스,KR7073640005,268
1404,A073960,씨브이네트,KR7073960007,699
1405,A074430,아미노로직스,KR7074430000,227
1406,A074600,원익QnC,KR7074600008,267
1407,A074610,이엔플러스,KR7074610007,012
1408,A074750,뉴젠팜,KR7074750001,699
1409,A075120,현대아산,KR7075120006,699
1410,A075130,플랜티넷,KR7075130005,356
1411,A075180,새론오토모티브,KR7075180000,015
1412,A075580,세진중공업,KR7075580001,015
1413,A075970,동국알앤에스,KR7075970004,267
1414,A076080,웰크론한텍,KR7076080001,226
1415,A076340,관악산업,KR7076340009,000
1416,A076610,해성옵틱스,KR7076610005,360
1417,A077360,덕산하이메탈,KR7077360006,272
1418,A077500,유니퀘스트,KR7077500007,016
1419,A077970,STX엔진,KR7077970002,012
1420,A078000,텔코웨어,KR7078000007,026
1421,A078020,이베스트투자증권,KR7078020005,231
1422,A078060,매일방송,KR7078060001,699
1423,A078070,유비쿼스홀딩스,KR7078070000,272
1424,A078130,국일제지,KR7078130002,262
1425,A078140,대봉엘에스,KR7078140001,266
1426,A078150,HB테크놀러지,KR7078150000,270
1427,A078160,메디포스트,KR7078160009,266
1428,A078340,컴투스,KR7078340007,354
1429,A078350,한양디지텍,KR7078350006,359
1430,A078520,에이블씨엔씨,KR7078520004,008
1431,A078590,OQP,KR7078590007,275
1432,A078600,대주전자재료,KR7078600004,360
1433,A078650,지나인제약,KR7078650009,274
1434,A078860,아이오케이,KR7078860004,237
1435,A078890,가온미디어,KR7078890001,357
1436,A078930,GS,KR7078930005,021
1437,A078935,GS우,KR7078931003,021
1438,A078940,코드네이처,KR7078940004,226
1439,A079000,와토스코리아,KR7079000006,265
1440,A079160,CJ CGV,KR7079160008,026
1441,A079170,한창산업,KR7079170007,268
1442,A079180,내일신문,KR7079180006,699
1443,A079190,EMW,KR7079190005,357
1444,A079370,제우스,KR7079370003,270
1445,A079430,현대리바트,KR7079430005,004
1446,A079550,LIG넥스원,KR7079550000,012
1447,A079650,서산,KR7079650008,267
1448,A079810,디이엔티,KR7079810008,270
1449,A079940,가비아,KR7079940003,353
1450,A079950,인베니아,KR7079950002,270
1451,A079960,동양이엔피,KR7079960001,360
1452,A079970,투비소프트,KR7079970000,355
1453,A079980,휴비스,KR7079980009,008
1454,A080000,에스엔유,KR7080000003,270
1455,A080010,이상네트웍스,KR7080010002,353
1456,A080160,모두투어,KR7080160005,212
1457,A080220,제주반도체,KR7080220007,359
1458,A080420,모다이노칩,KR7080420003,360
1459,A080440,에스제이케이,KR7080440001,227
1460,A080470,성창오토텍,KR7080470008,275
1461,A080520,오디텍,KR7080520000,359
1462,A080530,코디,KR7080530009,265
1463,A080580,오킨스전자,KR7080580004,359
1464,A080640,미라콤아이앤씨,KR7080640006,699
1465,A080720,한국유니온제약,KR7080720006,266
1466,A081000,일진다이아,KR7081000002,008
1467,A081150,티플랙스,KR7081150005,268
1468,A081580,성우전자,KR7081580003,360
1469,A081660,휠라홀딩스,KR7081660003,016
1470,A082210,옵트론텍,KR7082210006,360
1471,A082270,젬백스,KR7082270000,270
1472,A082640,동양생명,KR7082640004,025
1473,A082660,코스나인,KR7082660002,265
1474,A082740,HSD엔진,KR7082740002,012
1475,A082800,비보존 헬스케어,KR7082800004,359
1476,A082850,우리바이오,KR7082850009,272
1477,A082920,비츠로셀,KR7082920000,360
1478,A083310,엘오티베큠,KR7083310003,359
1479,A083420,그린케미칼,KR7083420000,008
1480,A083450,GST,KR7083450007,359
1481,A083470,이엠앤아이,KR7083470005,360
1482,A083500,에프엔에스테크,KR7083500009,270
1483,A083550,케이엠,KR7083550004,258
1484,A083640,인콘,KR7083640003,357
1485,A083650,비에이치아이,KR7083650002,270
1486,A083660,CSA 코스믹,KR7083660001,265
1487,A083790,크리스탈지노믹스,KR7083790006,212
1488,A083930,아바코,KR7083930008,270
1489,A084010,대한제강,KR7084010008,011
1490,A084110,휴온스글로벌,KR7084110006,266
1491,A084180,수성이노베이션,KR7084180009,270
1492,A084370,유진테크,KR7084370006,359
1493,A084440,유비온,KR7084440007,000
1494,A084650,랩지노믹스,KR7084650001,212
1495,A084670,동양고속,KR7084670009,019
1496,A084680,이월드,KR7084680008,004
1497,A084690,대상홀딩스,KR7084690007,021
1498,A084695,대상홀딩스우,KR7084691005,021
1499,A084730,팅크웨어,KR7084730001,357
1500,A084820,피케이밸브,KR7084820000,699
1501,A084850,아이티엠반도체,KR7084850007,359
1502,A084870,TBH글로벌,KR7084870005,006
1503,A084990,헬릭스미스,KR7084990001,212
1504,A085310,엔케이,KR7085310001,012
1505,A085370,루트로닉,KR7085370005,274
1506,A08537M,루트로닉3우C,KR708537K039,274
1507,A085620,미래에셋생명,KR7085620003,025
1508,A085660,차바이오텍,KR7085660009,266
1509,A085670,뉴프렉스,KR7085670008,360
1510,A085810,알티캐스트,KR7085810000,355
1511,A085910,네오티스,KR7085910008,275
1512,A086040,바이오톡스텍,KR7086040003,212
1513,A086060,진바이오텍,KR7086060001,256
1514,A086080,다이노나,KR7086080009,000
1515,A086220,네추럴FNP,KR7086220001,000
1516,A086250,이노와이즈,KR7086250008,270
1517,A086280,현대글로비스,KR7086280005,019
1518,A086390,유니테스트,KR7086390002,359
1519,A086450,동국제약,KR7086450004,266
1520,A086460,에스엔피제네틱스,KR7086460003,000
1521,A086520,에코프로,KR7086520004,360
1522,A086670,비엠티,KR7086670007,270
1523,A086710,선진뷰티사이언스,KR7086710001,265
1524,A086790,하나금융지주,KR7086790003,021
1525,A086820,바이오솔루션,KR7086820008,266
1526,A086890,이수앱지스,KR7086890001,266
1527,A086900,메디톡스,KR7086900008,266
1528,A086960,한컴MDS,KR7086960002,355
1529,A086980,쇼박스,KR7086980000,237
1530,A087010,펩트론,KR7087010005,266
1531,A087260,모바일어플라이언스,KR7087260006,355
1532,A087600,픽셀플러스,KR7087600003,359
1533,A087730,이엠네트웍스,KR7087730008,359
1534,A087800,케이디비생명,KR7087800009,699
1535,A088130,동아엘텍,KR7088130000,270
1536,A088260,이리츠코크렙,KR7088260005,026
1537,A088290,이원컴포텍,KR7088290002,275
1538,A088350,한화생명,KR7088350004,025
1539,A088390,이녹스,KR7088390000,275
1540,A088790,진도,KR7088790001,016
1541,A088800,에이스테크,KR7088800008,357
1542,A088910,동우팜투테이블,KR7088910005,256
1543,A088980,맥쿼리인프라,KR7088980008,021
1544,A089010,켐트로닉스,KR7089010003,265
1545,A089030,테크윙,KR7089030001,359
1546,A089140,넥스턴바이오,KR7089140008,267
1547,A089150,케이씨티,KR7089150007,356
1548,A089230,THE E&M,KR7089230007,353
1549,A089470,HDC현대EP,KR7089470009,008
1550,A089530,에이티세미콘,KR7089530000,359
1551,A089590,제주항공,KR7089590004,019
1552,A089600,나스미디어,KR7089600001,212
1553,A089790,제이티,KR7089790000,359
1554,A089850,유비벨록스,KR7089850002,355
1555,A089890,코세스,KR7089890008,359
1556,A089970,에이피티씨,KR7089970008,270
1557,A089980,상아프론테크,KR7089980007,265
1558,A090080,평화산업,KR7090080003,015
1559,A090120,잘만테크,KR7090120007,699
1560,A090150,광진윈텍,KR7090150004,275
1561,A090350,노루페인트,KR7090350000,008
1562,A090355,노루페인트우,KR7090351008,008
1563,A090360,로보스타,KR7090360009,270
1564,A090370,메타랩스,KR7090370008,006
1565,A090410,덕신하우징,KR7090410002,268
1566,A090430,아모레퍼시픽,KR7090430000,008
1567,A090435,아모레퍼시픽우,KR7090431008,008
1568,A090460,비에이치,KR7090460007,360
1569,A090470,제이스텍,KR7090470006,359
1570,A090710,휴림로봇,KR7090710005,270
1571,A090740,연이비앤티,KR7090740002,360
1572,A090850,현대이지웰,KR7090850009,212
1573,A091090,세원이앤씨,KR7091090001,012
1574,A091120,이엠텍,KR7091120006,360
1575,A091160,KODEX 반도체,KR7091160002,000
1576,A091170,KODEX 은행,KR7091170001,000
1577,A091180,KODEX 자동차,KR7091180000,000
1578,A091220,TIGER 은행,KR7091220004,000
1579,A091230,TIGER 반도체,KR7091230003,000
1580,A091340,S&K폴리텍,KR7091340000,360
1581,A091440,텔레필드,KR7091440008,357
1582,A091580,상신이디피,KR7091580001,360
1583,A091590,남화토건,KR7091590000,226
1584,A091700,파트론,KR7091700005,360
1585,A091810,티웨이항공,KR7091810002,019
1586,A091970,나노캠텍,KR7091970004,265
1587,A091990,셀트리온헬스케어,KR7091990002,227
1588,A092040,아미코젠,KR7092040005,256
1589,A092070,디엔에프,KR7092070002,265
1590,A092130,이크레더블,KR7092130004,310
1591,A092190,서울바이오시스,KR7092190008,360
1592,A092200,디아이씨,KR7092200005,015
1593,A092220,KEC,KR7092220003,013
1594,A092230,KPX홀딩스,KR7092230002,008
1595,A092300,현우산업,KR7092300003,360
1596,A092440,기신정기,KR7092440007,012
1597,A092460,한라IMS,KR7092460005,275
1598,A092590,럭스피아,KR7092590009,000
1599,A092600,앤씨앤,KR7092600006,359
1600,A092730,네오팜,KR7092730001,265
1601,A092780,동양피스톤,KR7092780006,015
1602,A092870,엑시콘,KR7092870005,359
1603,A093050,LF,KR7093050003,006
1604,A093190,빅솔론,KR7093190007,358
1605,A093230,이아이디,KR7093230001,016
1606,A093240,형지엘리트,KR7093240000,006
1607,A093320,케이아이엔엑스,KR7093320000,353
1608,A093370,후성,KR7093370005,008
1609,A093380,풍강,KR7093380004,268
1610,A093510,엔지브이아이,KR7093510006,000
1611,A093520,매커스,KR7093520005,227
1612,A093640,다믈멀티미디어,KR7093640001,359
1613,A093920,서원인텍,KR7093920007,360
1614,A094170,동운아나텍,KR7094170008,359
1615,A094280,효성ITX,KR7094280005,026
1616,A094360,칩스앤미디어,KR7094360005,359
1617,A094480,갤럭시아머니트리,KR7094480001,355
1618,A094800,맵스리얼티1,KR7094800000,664
1619,A094820,일진파워,KR7094820008,226
1620,A094840,슈프리마에이치큐,KR7094840006,356
1621,A094850,참좋은여행,KR7094850005,212
1622,A094860,네오리진,KR7094860004,355
1623,A094930,코스텔,KR7094930005,699
1624,A094940,푸른기술,KR7094940004,358
1625,A094970,제이엠티,KR7094970001,360
1626,A095190,이엠코리아,KR7095190005,270
1627,A095270,웨이브일렉트로,KR7095270005,360
1628,A095340,ISC,KR7095340006,359
1629,A095500,미래나노텍,KR7095500005,360
1630,A095570,AJ네트웍스,KR7095570008,026
1631,A095610,테스,KR7095610002,359
1632,A095660,네오위즈,KR7095660007,354
1633,A095700,제넥신,KR7095700001,212
1634,A095720,웅진씽크빅,KR7095720009,026
1635,A095910,에스에너지,KR7095910006,360
1636,A096040,이트론,KR7096040001,358
1637,A096240,청담러닝,KR7096240007,212
1638,A096300,베트남개발1,KR7096300009,664
1639,A096350,대창솔루션,KR7096350004,268
1640,A096530,씨젠,KR7096530001,266
1641,A096610,알에프세미,KR7096610001,359
1642,A096630,에스코넥,KR7096630009,360
1643,A096640,멜파스,KR7096640008,360
1644,A096690,에이루트,KR7096690003,358
1645,A096760,JW홀딩스,KR7096760004,021
1646,A096770,SK이노베이션,KR7096770003,008
1647,A096775,SK이노베이션우,KR7096771001,008
1648,A096870,엘디티,KR7096870001,359
1649,A097230,한진중공업,KR7097230007,018
1650,A097520,엠씨넥스,KR7097520001,013
1651,A097780,에스맥,KR7097780001,360
1652,A097800,윈팩,KR7097800007,359
1653,A097870,효성오앤비,KR7097870000,265
1654,A097950,CJ제일제당,KR7097950000,005
1655,A097955,CJ제일제당 우,KR7097951008,005
1656,A098120,마이크로컨텍솔,KR7098120009,359
1657,A098460,고영,KR7098460009,270
1658,A098560,TIGER 방송통신,KR7098560006,000
1659,A098660,에스티오,KR7098660004,258
1660,A099140,KODEX China H,KR7099140006,000
1661,A099190,아이센스,KR7099190001,274
1662,A099220,SDN,KR7099220006,227
1663,A099320,쎄트렉아이,KR7099320004,357
1664,A099410,동방선기,KR7099410003,275
1665,A099440,스맥,KR7099440000,270
1666,A099520,ITX-AI,KR7099520009,357
1667,A099620,코엔스,KR7099620007,699
1668,A099750,이지케어텍,KR7099750002,355
1669,A100030,모바일리더,KR7100030006,355
1670,A100090,삼강엠앤티,KR7100090000,268
1671,A100120,뷰웍스,KR7100120005,274
1672,A100130,동국S&C,KR7100130004,268
1673,A100220,비상교육,KR7100220003,026
1674,A100250,진양홀딩스,KR7100250000,008
1675,A100590,머큐리,KR7100590009,272
1676,A100660,서암기계공업,KR7100660000,270
1677,A100700,세운메디칼,KR7100700004,266
1678,A100790,미래에셋벤처투자,KR7100790005,231
1679,A100840,SNT에너지,KR7100840008,012
1680,A100910,KOSEF KRX100,KR7100910009,000
1681,A101000,상상인인더스트리,KR7101000008,270
1682,A101060,SBS미디어홀딩스,KR7101060002,026
1683,A101140,인바이오젠,KR7101140002,016
1684,A101160,월덱스,KR7101160000,359
1685,A101170,우림기계,KR7101170009,270
1686,A101240,씨큐브,KR7101240000,265
1687,A101280,KODEX 일본TOPIX100,KR7101280006,000
1688,A101330,모베이스,KR7101330009,360
1689,A101360,이엔드디,KR7101360006,265
1690,A101390,아이엠,KR7101390003,360
1691,A101400,엔시트론,KR7101400000,359
1692,A101490,에스앤에스텍,KR7101490001,359
1693,A101530,해태제과식품,KR7101530004,005
1694,A101670,코리아에스이,KR7101670008,268
1695,A101680,한국정밀기계,KR7101680007,270
1696,A101730,위메이드맥스,KR7101730000,354
1697,A101910,디비메탈,KR7101910008,699
1698,A101930,인화정공,KR7101930006,275
1699,A101970,우양에이치씨,KR7101970002,699
1700,A102110,TIGER 200,KR7102110004,000
1701,A102120,어보브반도체,KR7102120003,359
1702,A102260,동성케미컬,KR7102260007,026
1703,A102280,쌍방울,KR7102280005,006
1704,A102460,이연제약,KR7102460003,009
1705,A102600,메가젠임플란트,KR7102600004,699
1706,A102710,이엔에프테크놀로지,KR7102710001,265
1707,A102780,KODEX 삼성그룹,KR7102780004,000
1708,A102940,코오롱생명과학,KR7102940004,266
1709,A102950,아하정보통신,KR7102950003,699
1710,A102960,KODEX 기계장비,KR7102960002,000
1711,A102970,KODEX 증권,KR7102970001,000
1712,A103140,풍산,KR7103140000,011
1713,A103230,에스앤더블류,KR7103230009,270
1714,A103590,일진전기,KR7103590006,013
1715,A103660,씨앗,KR7103660007,000
1716,A103840,우양,KR7103840005,256
1717,A104040,대성파인텍,KR7104040001,275
1718,A104200,NHN벅스,KR7104200001,354
1719,A104230,LS전선,KR7104230008,699
1720,A104460,디와이피엔에프,KR7104460001,270
1721,A104480,티케이케미칼,KR7104480009,265
1722,A104520,KOSEF 블루칩,KR7104520002,000
1723,A104530,KOSEF 고배당,KR7104530001,000
1724,A104540,코렌텍,KR7104540000,274
1725,A104620,노랑풍선,KR7104620000,212
1726,A104690,제이앤드,KR7104690003,699
1727,A104700,한국철강,KR7104700000,011
1728,A104770,IBK투자증권,KR7104770003,699
1729,A104830,원익머트리얼즈,KR7104830005,359
1730,A105010,TIGER 라틴35,KR7105010003,000
1731,A105190,KINDEX 200,KR7105190003,000
1732,A105330,케이엔더블유,KR7105330005,272
1733,A105550,트루윈,KR7105550008,272
1734,A105560,KB금융,KR7105560007,021
1735,A105630,한세실업,KR7105630008,006
1736,A105700,동우당제약,KR7105700009,699
1737,A105740,디케이락,KR7105740005,270
1738,A105780,KBSTAR 5대그룹주,KR7105780001,000
1739,A105840,우진,KR7105840003,014
1740,A106080,하이소닉,KR7106080005,360
1741,A106190,하이텍팜,KR7106190002,227
1742,A106240,파인테크닉스,KR7106240005,360
1743,A106520,디지탈옵틱,KR7106520000,274
1744,A107590,미원홀딩스,KR7107590002,021
1745,A107640,한중엔시에스,KR7107640005,000
1746,A108230,톱텍,KR7108230004,270
1747,A108320,LX세미콘,KR7108320003,359
1748,A108380,대양전기공업,KR7108380007,275
1749,A108450,KINDEX 삼성그룹섹터가중,KR7108450008,000
1750,A108490,로보티즈,KR7108490004,355
1751,A108590,TREX 200,KR7108590001,000
1752,A108670,LX하우시스,KR7108670001,008
1753,A108675,LX하우시스우,KR7108671009,008
1754,A108860,셀바스AI,KR7108860008,355
1755,A109070,컨버즈,KR7109070003,007
1756,A109080,옵티시스,KR7109080002,357
1757,A109610,에스와이,KR7109610006,268
1758,A109740,디에스케이,KR7109740001,270
1759,A109820,진매트릭스,KR7109820001,212
1760,A109860,동일금속,KR7109860007,268
1761,A109960,에이프로젠 H&G,KR7109960005,227
1762,A110020,전진바이오팜,KR7110020005,265
1763,A110030,완도전복,KR7110030004,699
1764,A110790,크리스에프앤씨,KR7110790003,258
1765,A110990,디아이티,KR7110990009,360
1766,A111110,호전실업,KR7111110003,006
1767,A111710,남화산업,KR7111710000,237
1768,A111770,영원무역,KR7111770004,016
1769,A111820,지유온,KR7111820007,353
1770,A111870,KH 일렉트론,KR7111870002,272
1771,A112040,위메이드,KR7112040001,354
1772,A112190,KC산업,KR7112190004,000
1773,A112610,씨에스윈드,KR7112610001,012
1774,A113810,디젠스,KR7113810006,275
1775,A114090,GKL,KR7114090004,026
1776,A114100,KBSTAR 국고채3년,KR7114100001,000
1777,A114120,크루셜텍,KR7114120009,360
1778,A114190,강원,KR7114190002,268
1779,A114260,KODEX 국고채3년,KR7114260003,000
1780,A114290,에스코어,KR7114290000,699
1781,A114450,KPX생명과학,KR7114450000,266
1782,A114460,KINDEX 국고채3년,KR7114460009,000
1783,A114470,KOSEF 국고채3년,KR7114470008,000
1784,A114570,지스마트글로벌,KR7114570005,227
1785,A114630,폴라리스우노,KR7114630007,265
1786,A114750,와이디생명과학,KR7114750003,699
1787,A114800,KODEX 인버스,KR7114800006,000
1788,A114810,아이원스,KR7114810005,360
1789,A114820,TIGER 국채3년,KR7114820004,000
1790,A114920,대주이엔티,KR7114920002,000
1791,A115160,휴맥스,KR7115160004,357
1792,A115180,큐리언트,KR7115180002,212
1793,A115310,인포바인,KR7115310005,351
1794,A115390,락앤락,KR7115390007,008
1795,A115440,우리넷,KR7115440000,357
1796,A115450,지트리비앤티,KR7115450009,227
1797,A115480,씨유메디칼,KR7115480006,274
1798,A115500,케이씨에스,KR7115500001,356
1799,A115530,씨엔플러스,KR7115530008,360
1800,A115570,스타플렉스,KR7115570004,265
1801,A115610,이미지스,KR7115610008,359
1802,A115960,연우,KR7115960007,265
1803,A116100,태양기계,KR7116100009,000
1804,A117460,KODEX 에너지화학,KR7117460006,000
1805,A117580,대성에너지,KR7117580001,017
1806,A117670,알파홀딩스,KR7117670000,359
1807,A117680,KODEX 철강,KR7117680009,000
1808,A117690,TIGER 차이나항셍25,KR7117690008,000
1809,A117700,KODEX 건설,KR7117700005,000
1810,A117730,티로보틱스,KR7117730002,270
1811,A118000,우리들휴브레인,KR7118000009,016
1812,A118990,모트렉스,KR7118990001,275
1813,A119500,포메탈,KR7119500007,268
1814,A119610,인터로조,KR7119610004,274
1815,A119650,KC코트렐,KR7119650000,012
1816,A119830,아이텍,KR7119830008,359
1817,A119850,지엔씨에너지,KR7119850006,272
1818,A119860,다나와,KR7119860005,353
1819,A120030,조선선재,KR7120030002,012
1820,A120110,코오롱인더,KR7120110002,008
1821,A120115,코오롱인더우,KR7120111000,008
1822,A120240,대정화금,KR7120240007,265
1823,A121060,유니포인트,KR7121060008,000
1824,A121440,골프존뉴딘홀딩스,KR7121440002,227
1825,A121600,나노신소재,KR7121600001,265
1826,A121800,비덴트,KR7121800007,357
1827,A121850,코이즈,KR7121850002,360
1828,A121890,에스디시스템,KR7121890008,358
1829,A122090,ARIRANG 코스피50,KR7122090004,000
1830,A122260,KOSEF 통안채1년,KR7122260003,000
1831,A122310,제노레이,KR7122310006,274
1832,A122350,삼기,KR7122350002,275
1833,A122450,KMH,KR7122450000,352
1834,A122630,KODEX 레버리지,KR7122630007,000
1835,A122640,예스티,KR7122640006,359
1836,A122690,서진오토모티브,KR7122690001,275
1837,A122830,원포유,KR7122830003,000
1838,A122870,와이지엔터테인먼트,KR7122870009,237
1839,A122900,아이마켓코리아,KR7122900004,016
1840,A122990,와이솔,KR7122990005,359
1841,A123010,폴라리스웍스,KR7123010001,359
1842,A123040,엠에스오토텍,KR7123040008,275
1843,A123310,TIGER 인버스,KR7123310005,000
1844,A123320,TIGER 레버리지,KR7123320004,000
1845,A123330,제닉,KR7123330003,265
1846,A123410,코리아에프티,KR7123410003,275
1847,A123420,선데이토즈,KR7123420002,354
1848,A123570,이엠넷,KR7123570004,212
1849,A123690,한국화장품,KR7123690000,016
1850,A123700,SJM,KR7123700007,015
1851,A123750,알톤스포츠,KR7123750002,275
1852,A123840,한일진공,KR7123840001,270
1853,A123860,아나패스,KR7123860009,359
1854,A123890,한국자산신탁,KR7123890006,021
1855,A123900,골든블루,KR7123900003,699
1856,A124500,아이티센,KR7124500000,356
1857,A124560,태웅로직스,KR7124560004,229
1858,A125210,아모그린텍,KR7125210005,360
1859,A126340,비나텍,KR7126340009,360
1860,A126560,현대퓨처넷,KR7126560002,026
1861,A126600,코프라,KR7126600006,265
1862,A126640,화신정공,KR7126640002,275
1863,A126700,하이비젼시스템,KR7126700004,274
1864,A126870,뉴로스,KR7126870005,270
1865,A126880,제이엔케이히터,KR7126880004,270
1866,A127120,디엔에이링크,KR7127120004,212
1867,A127160,매직마이크로,KR7127160000,359
1868,A127710,아시아경제,KR7127710002,354
1869,A128540,에코캡,KR7128540002,275
1870,A128660,피제이메탈,KR7128660008,268
1871,A128820,대성산업,KR7128820008,016
1872,A128940,한미약품,KR7128940004,009
1873,A129050,앤알커뮤니,KR7129050001,699
1874,A129260,인터지스,KR7129260006,019
1875,A129890,앱코,KR7129890000,358
1876,A130480,핀플넷,KR7130480007,699
1877,A130500,GH신소재,KR7130500002,258
1878,A130580,나이스디앤비,KR7130580004,212
1879,A130660,한전산업,KR7130660004,026
1880,A130680,TIGER 원유선물Enhanced(H),KR7130680002,000
1881,A130730,KOSEF 단기자금,KR7130730005,000
1882,A130740,티피씨글로벌,KR7130740004,275
1883,A131030,디에이치피코리아,KR7131030009,266
1884,A131090,시큐브,KR7131090003,355
1885,A131100,스카이이앤엠,KR7131100000,227
1886,A131180,딜리,KR7131180002,358
1887,A131220,대한과학,KR7131220006,227
1888,A131290,티에스이,KR7131290009,359
1889,A131370,알서포트,KR7131370009,354
1890,A131390,원익피앤이,KR7131390007,272
1891,A131400,이브이첨단소재,KR7131400004,360
