번호,종목코드,종목명,fullcode,상업코드
2989,A338100,NH프라임리츠,KR7338100001,026
2990,A338220,뷰노,KR7338220007,355
2991,A339770,교촌에프앤비,KR7339770000,016
2992,A339950,아이비김영,KR7339950008,212
2993,A340120,하이제5호스팩,KR7340120005,231
2994,A340350,SK6호스팩,KR7340350008,231
2995,A340360,다보링크,KR7340360007,357
2996,A340440,한화플러스제1호스팩,KR7340440007,231
2997,A340570,티앤엘,KR7340570001,266
2998,A340930,유일에너테크,KR7340930007,270
2999,A341160,하나금융15호스팩,KR7341160000,231
3000,A341310,이앤에치,KR7341310001,000
3001,A341850,TIGER KIS부동산인프라채권TR,KR7341850006,000
3002,A342140,KINDEX 모닝스타싱가포르리츠채권혼합,KR7342140001,000
3003,A342500,KBSTAR KRX국채선물3년10년스티프너,KR7342500006,000
3004,A342550,케이비제20호스팩,KR7342550001,231
3005,A342600,KBSTAR KRX국채선물3년10년스티프너2X,KR7342600004,000
3006,A342610,KBSTAR KRX국채선물3년10년플래트너,KR7342610003,000
3007,A342620,KBSTAR KRX국채선물3년10년플래트너2X,KR7342620002,000
3008,A343090,단디바이오,KR7343090007,000
3009,A343510,하나금융16호스팩,KR7343510004,231
3010,A344050,신영스팩6호,KR7344050000,231
3011,A344820,KCC글라스,KR7344820006,010
3012,A344860,이노진,KR7344860002,000
3013,A346000,HANARO KAP초장기국고채,KR7346000003,000
3014,A347000,센코,KR7347000002,272
3015,A347140,케이프이에스제4호,KR7347140006,231
3016,A347700,라이프시맨틱스,KR7347700007,355
3017,A347740,피엔케이피부임상연구센타,KR7347740003,212
3018,A347770,핌스,KR7347770000,360
3019,A347860,알체라,KR7347860009,355
3020,A347890,엠투아이,KR7347890006,358
3021,A348030,모비릭스,KR7348030008,354
3022,A348150,고바이오랩,KR7348150004,212
3023,A348210,넥스틴,KR7348210006,359
3024,A348350,위드텍,KR7348350000,274
3025,A348840,데이드림엔터,KR7348840000,000
3026,A348950,제이알글로벌리츠,KR7348950007,026
3027,A349720,이베스트스팩5호,KR7349720003,231
3028,A350520,이지스레지던스리츠,KR7350520003,026
3029,A351320,IBKS제14호스팩,KR7351320007,231
3030,A351330,이삭엔지니어링,KR7351330006,356
3031,A351340,IBKS제13호스팩,KR7351340005,231
3032,A352480,씨앤씨인터내셔널,KR7352480008,265
3033,A352540,KODEX TSE일본리츠(H),KR7352540009,000
3034,A352560,KODEX 다우존스미국리츠(H),KR7352560007,000
3035,A352700,씨앤투스성진,KR7352700009,258
3036,A352770,클리노믹스,KR7352770002,212
3037,A352820,하이브,KR7352820005,026
3038,A352910,오비고,KR7352910004,355
3039,A352940,인바이오,KR7352940001,265
3040,A353060,에이치엠씨제5호스팩,KR7353060007,231
3041,A353070,에이치엠씨제4호스팩,KR7353070006,231
3042,A353190,휴럼,KR7353190002,256
3043,A353200,대덕전자,KR7353200009,013
3044,A35320K,대덕전자1우,KR735320K011,013
3045,A353490,미래에셋대우스팩 5호,KR7353490006,231
3046,A353810,이지바이오,KR7353810005,256
3047,A354200,엔젠바이오,KR7354200008,212
3048,A354230,폭스소프트,KR7354230005,000
3049,A354240,KBSTAR 미국고정배당우선증권ICE TR,KR7354240004,000
3050,A354350,HANARO 글로벌럭셔리S&P(합성),KR7354350001,000
3051,A354500,KINDEX 코스닥150,KR7354500001,000
3052,A355150,교보10호스팩,KR7355150004,231
3053,A356540,KINDEX KIS종합채권(AA-이상)액티브,KR7356540005,000
3054,A356860,티엘비,KR7356860007,272
3055,A356890,싸이버원,KR7356890004,355
3056,A357120,코람코에너지리츠,KR7357120005,026
3057,A357230,에이치피오,KR7357230002,256
3058,A357250,미래에셋맵스리츠,KR7357250000,026
3059,A357550,석경에이티,KR7357550003,265
3060,A357580,아모센스,KR7357580000,360
3061,A357780,솔브레인,KR7357780006,265
3062,A357870,TIGER CD금리투자KIS(합성),KR7357870005,000
3063,A359090,엔에이치스팩17호,KR7359090008,231
3064,A359210,KODEX 코스피TR,KR7359210002,000
3065,A360140,KODEX 200롱코스닥150숏선물,KR7360140008,000
3066,A360150,KODEX 코스닥150롱코스피200숏선물,KR7360150007,000
3067,A360200,KINDEX 미국S&P500,KR7360200000,000
3068,A360750,TIGER 미국S&P500,KR7360750004,000
3069,A361390,제노코,KR7361390008,357
3070,A361580,KBSTAR 200TR,KR7361580004,000
3071,A361590,KBSTAR 코스피ex200,KR7361590003,000
3072,A361610,SK아이이테크놀로지,KR7361610009,013
3073,A361670,삼영에스앤씨,KR7361670003,272
3074,A363230,투니플레이,KR7363230004,699
3075,A363250,진시스템,KR7363250002,274
3076,A363260,하나금융17호스팩,KR7363260001,231
3077,A363280,티와이홀딩스,KR7363280009,021
3078,A36328K,티와이홀딩스우,KR736328K013,021
3079,A363510,SMART KIS단기통안채,KR7363510009,000
3080,A363570,KODEX 장기종합채권(AA-이상)액티브KAP,KR7363570003,000
3081,A363580,KODEX 200IT TR,KR7363580002,000
3082,A364690,KODEX 혁신기술테마액티브,KR7364690008,000
3083,A364960,TIGER KRX BBIG K-뉴딜,KR7364960005,000
3084,A364970,TIGER KRX바이오K-뉴딜,KR7364970004,000
3085,A364980,TIGER KRX2차전지K-뉴딜,KR7364980003,000
3086,A364990,TIGER KRX게임K-뉴딜,KR7364990002,000
3087,A365000,TIGER KRX인터넷K-뉴딜,KR7365000009,000
3088,A365040,TIGER AI코리아그로스액티브,KR7365040005,000
3089,A365270,큐라클,KR7365270008,212
3090,A365550,ESR켄달스퀘어리츠,KR7365550003,026
3091,A365590,엔에이치스팩18호,KR7365590009,231
3092,A365780,KINDEX 국고채10년,KR7365780006,000
3093,A366130,랩토,KR7366130003,699
3094,A366330,신한제7호스팩,KR7366330009,231
3095,A367000,플래티어,KR7367000007,355
3096,A367340,DB금융스팩8호,KR7367340007,231
3097,A367360,DB금융스팩9호,KR7367360005,231
3098,A367380,KINDEX 미국나스닥100,KR7367380003,000
3099,A367460,유안타제7호스팩,KR7367460003,231
3100,A367480,유안타제8호스팩,KR7367480001,231
3101,A367740,HANARO Fn5G산업,KR7367740008,000
3102,A367760,KBSTAR Fn5G테크,KR7367760006,000
3103,A367770,KBSTAR Fn수소경제테마,KR7367770005,000
3104,A368190,HANARO Fn K-뉴딜디지털플러스,KR7368190005,000
3105,A368200,KBSTAR Fn K-뉴딜디지털플러스,KR7368200002,000
3106,A368470,KINDEX Fn K-뉴딜디지털플러스,KR7368470001,000
3107,A368590,KBSTAR 미국나스닥100,KR7368590006,000
3108,A368680,KODEX Fn K-뉴딜디지털플러스,KR7368680005,000
3109,A368770,한국9호스팩,KR7368770004,231
3110,A369370,대신밸런스제9호스팩,KR7369370002,231
3111,A371130,KINDEX 블룸버그베트남VN30선물레버리지(H),KR7371130006,000
3112,A371150,KBSTAR 차이나항셍테크,KR7371150004,000
3113,A371160,TIGER 차이나항셍테크,KR7371160003,000
3114,A371450,TIGER 글로벌클라우드컴퓨팅INDXX,KR7371450008,000
3115,A371460,TIGER 차이나전기차SOLACTIVE,KR7371460007,000
3116,A371470,TIGER 차이나바이오테크SOLACTIVE,KR7371470006,000
3117,A371870,KINDEX 차이나항셍테크,KR7371870007,000
3118,A372290,하나머스트7호스팩,KR7372290007,231
3119,A372330,KODEX 차이나항셍테크,KR7372330001,000
3120,A373200,IBKS제15호스팩,KR7373200005,231
3121,A373340,유진스팩6호,KR7373340009,231
3122,A373490,KODEX K-이노베이션액티브,KR7373490002,000
3123,A373530,ARIRANG 신흥국MSCI인버스(합성 H),KR7373530005,000
3124,A373790,KOSEF 미국방어배당성장나스닥,KR7373790005,000
3125,A375270,KBSTAR 글로벌데이터센터리츠나스닥(합성),KR7375270006,000
3126,A375500,DL이앤씨,KR7375500006,018
3127,A37550K,DL이앤씨우,KR737550K011,018
3128,A375760,HANARO 탄소효율그린뉴딜,KR7375760006,000
3129,A375770,KODEX 탄소효율그린뉴딜,KR7375770005,000
3130,A376190,엘비루셈,KR7376190005,359
3131,A376250,ARIRANG 탄소효율그린뉴딜,KR7376250007,000
3132,A376410,TIGER 탄소효율그린뉴딜,KR7376410007,000
3133,A376910,실력산업,KR7376910006,699
3134,A376980,원티드랩,KR7376980009,355
3135,A377030,맥스트,KR7377030002,355
3136,A377400,하이제6호스팩,KR7377400007,231
3137,A377630,삼성스팩4호,KR7377630009,231
3138,A377990,TIGER Fn신재생에너지,KR7377990007,000
3139,A378850,화승알앤에이,KR7378850002,015
3140,A379390,이성씨엔아이,KR7379390008,000
3141,A379780,KBSTAR 미국S&P500,KR7379780000,000
3142,A379790,KBSTAR 유로스탁스50(H),KR7379790009,000
3143,A379800,KODEX 미국S&P500TR,KR7379800006,000
3144,A379810,KODEX 미국나스닥100TR,KR7379810005,000
3145,A380320,삼성머스트스팩5호,KR7380320002,231
3146,A380340,KINDEX Fn5G플러스,KR7380340000,000
3147,A380440,엔에이치스팩19호,KR7380440008,021
3148,A381170,TIGER 미국테크TOP10 INDXX,KR7381170000,000
3149,A381180,TIGER 미국필라델피아반도체나스닥,KR7381180009,000
3150,A381530,인동첨단소재,KR7381530005,699
3151,A381560,HANARO Fn전기&수소차,KR7381560002,000
3152,A381570,HANARO Fn친환경에너지,KR7381570001,000
3153,A383220,F&F,KR7383220001,006
3154,A383310,에코프로에이치엔,KR7383310000,265
3155,A383800,LX홀딩스,KR7383800000,021
3156,A38380K,LX홀딩스1우,KR738380K012,021
3157,A385510,KODEX K-신재생에너지액티브,KR7385510003,000
3158,A385520,KODEX K-미래차액티브,KR7385520002,000
3159,A385540,KBSTAR KIS종합채권(A-이상)액티브,KR7385540000,000
3160,A385550,KBSTAR KIS단기종합채권(AA-이상)액티브,KR7385550009,000
3161,A385560,KBSTAR KIS국고채30년Enhanced,KR7385560008,000
3162,A385590,네비게이터 ESG액티브,KR7385590005,000
3163,A385600,네비게이터 친환경자동차밸류체인액티브,KR7385600002,000
3164,A385710,TIMEFOLIO BBIG액티브,KR7385710009,000
3165,A385720,TIMEFOLIO Kstock액티브,KR7385720008,000
3166,A386580,한화플러스제2호스팩,KR7386580005,231
3167,A387270,TIGER 글로벌BBIG액티브,KR7387270002,000
3168,A387280,TIGER 퓨처모빌리티액티브,KR7387280001,000
3169,A387530,로드,KR7387530009,699
3170,A388280,KBSTAR Fn컨택트대표,KR7388280000,000
3171,A388420,KBSTAR 비메모리반도체액티브,KR7388420002,000
3172,A390390,KODEX 미국반도체MV,KR7390390003,000
3173,A390400,KODEX 미국스마트모빌리티S&P,KR7390400000,000
3174,A390950,HANARO 단기채권액티브,KR7390950004,000
3175,A391590,KINDEX 미국스팩&IPO INDXX,KR7391590007,000
3176,A391600,KINDEX 미국친환경그린테마INDXX,KR7391600004,000
3177,A391670,HK 베스트일레븐액티브,KR7391670007,000
3178,A391680,HK 하이볼액티브,KR7391680006,000
3179,A394340,KOSEF 릭소글로벌디지털경제MSCI,KR7394340004,000
3180,A394350,KOSEF 릭소글로벌퓨처모빌리티MSCI,KR7394350003,000
3181,A394660,TIGER 글로벌자율주행&전기차SOLACTIVE,KR7394660005,000
3182,A394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),KR7394670004,000
3183,A395150,KODEX Fn웹툰&드라마,KR7395150006,000
3184,A395160,KODEX Fn시스템반도체,KR7395160005,000
3185,A395170,KODEX Fn Top10동일가중,KR7395170004,000
3186,A395270,HANARO Fn K-반도체,KR7395270002,000
3187,A395280,HANARO Fn K-게임,KR7395280001,000
3188,A395290,HANARO Fn K-POP&미디어,KR7395290000,000
3189,A395750,ARIRANG ESG가치주액티브,KR7395750003,000
3190,A395760,ARIRANG ESG성장주액티브,KR7395760002,000
3191,A396500,TIGER Fn반도체TOP10,KR7396500001,000
3192,A396510,TIGER 차이나클린에너지SOLACTIVE,KR7396510000,000
3193,A396520,TIGER 차이나반도체FACTSET,KR7396520009,000
3194,A900070,글로벌에스엠,KYG3931T1076,664
3195,A900100,애머릿지,USU652221081,645
3196,A900110,이스트아시아홀딩스,HK0000057197,664
3197,A900120,씨케이에이치,KYG2114A1094,664
3198,A900140,엘브이엠씨홀딩스,KYG5307W1015,645
3199,A900250,크리스탈신소재,KYG2115T1076,664
3200,A900260,로스웰,HK0000295359,664
3201,A900270,헝셩그룹,HK0000214814,664
3202,A900280,골든센츄리,KYG1990V1041,664
3203,A900290,GRT,HK0000307485,664
3204,A900300,오가닉티코스메틱,HK0000312568,664
3205,A900310,컬러레이,HK0000341732,664
3206,A900340,윙입푸드,HK0000449303,664
3207,A950110,SBI핀테크솔루션즈,KR8392070007,658
3208,A950130,엑세스바이오,KR8840090003,621
3209,A950140,잉글우드랩,KR8840110108,620
3210,A950160,코오롱티슈진,KR8840120008,621
3211,A950170,JTC,KR8392080006,647
3212,A950180,SNK,KR8392100002,658
3213,A950190,미투젠,KR8344390008,658
3214,A950200,소마젠,KR8840150005,673
3215,A950210,프레스티지바이오파마,KR8702070002,670
3216,A950220,네오이뮨텍(Reg.S),KR8840140006,670
3217,J50G001,신한G001삼성전자콜,KRA501101B62,000
3218,J50G004,신한G004SK하이닉콜,KRA501104B69,000
3219,J50G008,신한G008SK이노콜,KRA501108B65,000
3220,J50G009,신한G009삼성SDI콜,KRA501109B64,000
3221,J50G012,신한G012네이버콜,KRA501112B69,000
3222,J50G013,신한G013카카오콜,KRA501113B68,000
3223,J50G015,신한G015호텔신라콜,KRA501115B66,000
3224,J50G016,신한G016호텔신라콜,KRA501116B65,000
3225,J50G020,신한G020현대제철콜,KRA501120B69,000
3226,J50G021,신한G021삼성전자콜,KRA501101B70,000
3227,J50G022,신한G022삼성전자콜,KRA501102B79,000
3228,J50G023,신한G023삼성전자풋,KRA501203B77,000
3229,J50G024,신한G024롯데케미콜,KRA501104B77,000
3230,J50G025,신한G025롯데케미콜,KRA501105B76,000
3231,J50G026,신한G026롯데케미풋,KRA501206B74,000
3232,J50G027,신한G027모비스콜,KRA501107B74,000
3233,J50G028,신한G028모비스콜,KRA501108B73,000
3234,J50G029,신한G029모비스풋,KRA501209B71,000
3235,J50G030,신한G030LG화학콜,KRA501110B79,000
3236,J50G031,신한G031LG화학콜,KRA501111B78,000
3237,J50G032,신한G032LG화학풋,KRA501212B76,000
3238,J50G033,신한G033SK하이닉콜,KRA501113B76,000
3239,J50G034,신한G034SK하이닉콜,KRA501114B75,000
3240,J50G035,신한G035SK하이닉풋,KRA501215B73,000
3241,J50G036,신한G036셀트리온콜,KRA501116B73,000
3242,J50G037,신한G037셀트리온콜,KRA501117B72,000
3243,J50G038,신한G038셀트리온풋,KRA501218B70,000
3244,J50G039,신한G039현대차콜,KRA501119B70,000
3245,J50G040,신한G040현대차콜,KRA501120B77,000
3246,J50G041,신한G041현대차풋,KRA501221B75,000
3247,J50G042,신한G042NC소프트콜,KRA501122B75,000
3248,J50G043,신한G043NC소프트콜,KRA501123B74,000
3249,J50G044,신한G044NC소프트풋,KRA501224B72,000
3250,J50G045,신한G045삼성SDI콜,KRA501125B72,000
3251,J50G046,신한G046삼성SDI콜,KRA501126B71,000
3252,J50G047,신한G047삼성SDI풋,KRA501227B79,000
3253,J50G048,신한G048POSCO콜,KRA501128B79,000
3254,J50G049,신한G049POSCO콜,KRA501129B78,000
3255,J50G050,신한G050POSCO풋,KRA501230B74,000
3256,J50G051,신한G051넷마블콜,KRA501131B74,000
3257,J50G052,신한G052넷마블콜,KRA501132B73,000
3258,J50G053,신한G053넷마블풋,KRA501233B71,000
3259,J50G054,신한G054하나금융콜,KRA501134B71,000
3260,J50G055,신한G055하나금융콜,KRA501135B70,000
3261,J50G056,신한G056하나금융풋,KRA501236B78,000
3262,J50G057,신한G057기아콜,KRA501137B78,000
3263,J50G058,신한G058기아콜,KRA501138B77,000
3264,J50G059,신한G059기아풋,KRA501239B75,000
3265,J50G060,신한G060네이버콜,KRA501140B73,000
3266,J50G061,신한G061네이버콜,KRA501141B72,000
3267,J50G062,신한G062네이버풋,KRA501242B70,000
3268,J50G063,신한G063KB금융콜,KRA501143B70,000
3269,J50G064,신한G064KB금융콜,KRA501144B79,000
3270,J50G065,신한G065KB금융풋,KRA501245B77,000
3271,J50G066,신한G066호텔신라콜,KRA501146B77,000
3272,J50G067,신한G067호텔신라콜,KRA501147B76,000
3273,J50G068,신한G068호텔신라풋,KRA501248B74,000
3274,J50G069,신한G069아모레콜,KRA501149B74,000
3275,J50G070,신한G070아모레콜,KRA501150B70,000
3276,J50G071,신한G071아모레풋,KRA501251B78,000
3277,J50G072,신한G072SK이노콜,KRA501152B78,000
3278,J50G073,신한G073SK이노콜,KRA501153B77,000
3279,J50G074,신한G074SK이노풋,KRA501254B75,000
3280,J50G075,신한G075현대제철콜,KRA501155B75,000
3281,J50G076,신한G076현대제철콜,KRA501156B74,000
3282,J50G077,신한G077현대제철풋,KRA501257B72,000
3283,J50G078,신한G078카카오콜,KRA501158B72,000
3284,J50G079,신한G079카카오콜,KRA501159B71,000
3285,J50G080,신한G080카카오풋,KRA501260B77,000
3286,J52FD92,미래FD92신한지주콜,KRA521136AA0,000
3287,J52FF19,미래FF19SK텔레콤콜,KRA521139AB2,000
3288,J52FF20,미래FF20SK텔레콤콜,KRA521140AB0,000
3289,J52G044,미래G044케이티지콜,KRA521144B10,000
3290,J52G162,미래G162KOSPI200콜,KRA5231BWB17,000
3291,J52G163,미래G163KOSPI200콜,KRA5231BXB16,000
3292,J52G164,미래G164KOSPI200콜,KRA5231BYB15,000
3293,J52G165,미래G165KOSPI200콜,KRA5231BZB14,000
3294,J52G166,미래G166KOSPI200콜,KRA5231C0B16,000
3295,J52G180,미래G180삼성전자콜,KRA521114B24,000
3296,J52G183,미래G183삼성전자콜,KRA521117B21,000
3297,J52G186,미래G186삼성전자콜,KRA521120B26,000
3298,J52G321,미래G321삼성전자콜,KRA521103B35,000
3299,J52G353,미래G353한국전력콜,KRA521135B37,000
3300,J52G439,미래G439현대차콜,KRA521107B49,000
3301,J52G445,미래G445LG화학콜,KRA521113B41,000
3302,J52G455,미래G455한국전력콜,KRA521123B49,000
3303,J52G456,미래G456한국전력콜,KRA521124B48,000
3304,J52G572,미래G572삼성전자콜,KRA521101B52,000
3305,J52G573,미래G573삼성전자콜,KRA521102B51,000
3306,J52G574,미래G574삼성전자콜,KRA521103B50,000
3307,J52G576,미래G576삼성전자콜,KRA521105B58,000
3308,J52G577,미래G577삼성전자콜,KRA521106B57,000
3309,J52G578,미래G578삼성전자콜,KRA521107B56,000
3310,J52G580,미래G580삼성전자콜,KRA521109B54,000
3311,J52G581,미래G581삼성전자콜,KRA521110B51,000
3312,J52G582,미래G582삼성전자콜,KRA521111B50,000
3313,J52G583,미래G583삼성전자콜,KRA521112B59,000
3314,J52G584,미래G584삼성전자콜,KRA521113B58,000
3315,J52G585,미래G585삼성전자콜,KRA521114B57,000
3316,J52G586,미래G586삼성전자콜,KRA521115B56,000
3317,J52G588,미래G588삼성전자콜,KRA521117B54,000
3318,J52G589,미래G589삼성전자풋,KRA521218B52,000
3319,J52G592,미래G592SK하이닉콜,KRA521121B58,000
3320,J52G594,미래G594SK하이닉콜,KRA521123B56,000
3321,J52G596,미래G596SK하이닉콜,KRA521125B54,000
3322,J52G597,미래G597SK하이닉콜,KRA521126B53,000
3323,J52G598,미래G598SK하이닉콜,KRA521127B52,000
3324,J52G599,미래G599SK하이닉콜,KRA521128B51,000
3325,J52G600,미래G600SK하이닉콜,KRA521129B50,000
3326,J52G601,미래G601SK하이닉콜,KRA521130B57,000
3327,J52G604,미래G604기아콜,KRA521133B54,000
3328,J52G605,미래G605기아콜,KRA521134B53,000
3329,J52G606,미래G606기아콜,KRA521135B52,000
3330,J52G607,미래G607기아콜,KRA521136B51,000
3331,J52G608,미래G608기아콜,KRA521137B50,000
3332,J52G609,미래G609기아콜,KRA521138B59,000
3333,J52G610,미래G610기아콜,KRA521139B58,000
3334,J52G611,미래G611기아콜,KRA521140B55,000
3335,J52G612,미래G612기아콜,KRA521141B54,000
3336,J52G613,미래G613현대차콜,KRA521142B53,000
3337,J52G615,미래G615현대차콜,KRA521144B51,000
3338,J52G616,미래G616현대차콜,KRA521145B50,000
3339,J52G617,미래G617현대차콜,KRA521146B59,000
3340,J52G619,미래G619현대차콜,KRA521148B57,000
3341,J52G620,미래G620현대차콜,KRA521149B56,000
3342,J52G621,미래G621현대차콜,KRA521150B52,000
3343,J52G623,미래G623현대차콜,KRA521152B50,000
3344,J52G624,미래G624현대차콜,KRA521153B59,000
3345,J52G626,미래G626엘지전자콜,KRA521155B57,000
3346,J52G628,미래G628엘지전자콜,KRA521157B55,000
3347,J52G629,미래G629엘지전자콜,KRA521158B54,000
3348,J52G630,미래G630엘지전자콜,KRA521159B53,000
3349,J52G633,미래G633SK이노콜,KRA521162B58,000
3350,J52G634,미래G634SK이노콜,KRA521163B57,000
3351,J52G636,미래G636네이버콜,KRA521165B55,000
3352,J52G638,미래G638셀트리온콜,KRA521167B53,000
3353,J52G639,미래G639셀트리온콜,KRA521168B52,000
3354,J52G640,미래G640셀트리온콜,KRA521169B51,000
3355,J52G641,미래G641셀트리온콜,KRA521170B58,000
3356,J52G642,미래G642셀트리온콜,KRA521171B57,000
3357,J52G643,미래G643삼성SDI콜,KRA521172B56,000
3358,J52G645,미래G645삼성SDI콜,KRA521174B54,000
3359,J52G646,미래G646삼성SDI콜,KRA521175B53,000
3360,J52G648,미래G648삼성SDI콜,KRA521177B51,000
3361,J52G650,미래G650모비스콜,KRA521179B59,000
3362,J52G652,미래G652모비스콜,KRA521181B55,000
3363,J52G653,미래G653모비스콜,KRA521182B54,000
3364,J52G654,미래G654모비스콜,KRA521183B53,000
3365,J52G655,미래G655모비스콜,KRA521184B52,000
3366,J52G656,미래G656모비스콜,KRA521185B51,000
3367,J52G657,미래G657모비스콜,KRA521186B50,000
3368,J52G658,미래G658모비스콜,KRA521187B59,000
3369,J52G660,미래G660SK콜,KRA521189B57,000
3370,J52G661,미래G661SK콜,KRA521190B54,000
3371,J52G662,미래G662SK콜,KRA521191B53,000
3372,J52G663,미래G663한화솔루콜,KRA521192B52,000
3373,J52G666,미래G666삼성전기콜,KRA521195B59,000
3374,J52G667,미래G667삼성전기콜,KRA521196B58,000
3375,J52G668,미래G668삼성전기콜,KRA521197B57,000
3376,J52G670,미래G670SK케미칼콜,KRA521199B55,000
3377,J52G673,미래G673KB금융콜,KRA5211A2B51,000
3378,J52G674,미래G674KB금융콜,KRA5211A3B50,000
3379,J52G675,미래G675삼성물산콜,KRA5211A4B59,000
3380,J52G677,미래G677NC소프트콜,KRA5211A6B57,000
3381,J52G679,미래G679SK텔레콤콜,KRA5211A8B55,000
3382,J52G683,미래G683롯데케미콜,KRA5211ACB57,000
3383,J52G684,미래G684한국전력콜,KRA5211ADB56,000
3384,J52G685,미래G685한국전력콜,KRA5211AEB55,000
3385,J52G690,미래G690포스코케콜,KRA5211AKB57,000
3386,J52G691,미래G691포스코케콜,KRA5211ALB56,000
3387,J52G693,미래G693LG이노텍콜,KRA5211ANB54,000
3388,J52G694,미래G694LG이노텍콜,KRA5211APB52,000
3389,J52G698,미래G698삼성SDS콜,KRA5211ATB58,000
3390,J52G699,미래G699삼성SDS콜,KRA5211AVB54,000
3391,J52G700,미래G700삼성SDS콜,KRA5211AWB53,000
3392,J52G702,미래G702케이티지콜,KRA5211AYB51,000
3393,J52G703,미래G703케이티지콜,KRA5211AZB50,000
3394,J52G705,미래G705넷마블콜,KRA5211B1B50,000
3395,J52G725,미래G725KOSPI200콜,KRA5231BMB50,000
3396,J52G726,미래G726KOSPI200콜,KRA5231BNB59,000
3397,J52G727,미래G727KOSPI200콜,KRA5231BPB57,000
3398,J52G728,미래G728KOSPI200콜,KRA5231BQB56,000
3399,J52G729,미래G729KOSPI200콜,KRA5231BRB55,000
3400,J52G730,미래G730KOSPI200콜,KRA5231BSB54,000
3401,J52G731,미래G731KOSPI200콜,KRA5231BTB53,000
3402,J52G732,미래G732KOSPI200콜,KRA5231BVB59,000
3403,J52G733,미래G733KOSPI200콜,KRA5231BWB58,000
3404,J52G734,미래G734KOSPI200콜,KRA5231BXB57,000
3405,J52G735,미래G735KOSPI200콜,KRA5231BYB56,000
3406,J52G736,미래G736KOSPI200콜,KRA5231BZB55,000
3407,J52G737,미래G737KOSPI200콜,KRA5231C0B57,000
3408,J52G738,미래G738KOSPI200콜,KRA5231C1B56,000
